player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Patrick Johnson,56460,ED,PHI,14,0,-1.0,50.0,16.8,9.5,4.8,0,0,0,0.0,24,58.4,56.1,83.6,56.4,54.4,28.8,0,12,50.0,1,0,0,64.6,2,21,125,0,1,4,0,20,19,1.1,10.0
Cameron Sample,56462,ED,CIN,16,0,5.3,100.0,8.7,6.7,6.7,0,0,0,0.0,7,46.7,58.0,70.8,55.6,64.9,69.3,0,11,0.0,0,0,2,104.2,3,22,253,3,3,3,0,27,11,1.4,9.0
Malik Herring,56616,ED,KC,7,1,,,1.7,,,0,0,0,,16,60.2,46.1,82.6,47.0,51.0,55.3,0,,0.0,0,0,0,0.0,0,1,60,0,0,0,0,0,0,0.0,
Payton Turner,56624,ED,NO,8,2,,,2.0,,,0,0,0,,20,79.4,69.6,51.9,58.0,68.4,79.2,0,,0.0,0,0,1,0.0,0,2,100,3,1,0,0,0,0,0.0,
Jonathan Garvin,56703,ED,GB,12,0,,,2.4,,,0,0,0,,12,61.1,50.6,84.0,57.5,45.6,77.3,0,,,0,0,0,0.0,0,2,85,0,0,0,0,0,0,0.0,
Kwity Paye,56713,ED,IND,12,0,,,0.3,,,0,0,0,,14,60.4,69.6,79.8,58.3,76.6,68.3,0,,33.3,2,0,1,0.0,0,1,338,8,4,0,0,0,0,0.0,
Javon Kinlaw,56834,DI,SF,6,0,,,1.1,,,0,0,0,,28,59.8,43.5,43.8,63.1,36.7,70.6,0,,100.0,1,0,1,0.0,0,1,90,0,0,0,0,0,0,0.0,
Arnold Ebiketie,56862,ED,ATL,16,4,5.7,0.0,11.1,,11.7,0,0,0,0.0,2,76.3,64.5,73.9,54.1,70.0,47.9,0,,35.7,5,0,1,39.6,0,38,341,5,5,3,0,0,0,0.0,
Ta'Quon Graham,56868,DI,ATL,11,0,,,0.7,,,1,0,0,,2,64.1,68.5,72.1,55.3,73.6,58.3,0,,66.7,2,0,1,0.0,0,2,278,1,1,0,0,0,0,0.0,
Micheal Clemons,56872,ED,NYJ,16,1,,,1.4,,,0,0,0,,22,60.5,78.7,70.6,58.6,86.4,81.5,0,,0.0,0,0,1,0.0,0,2,147,3,0,0,0,0,0,0.0,
Jayden Peevy,56876,DI,TEN,1,0,,,6.7,,,0,0,0,,31,59.8,64.5,76.4,55.0,67.6,,0,,,0,0,0,0.0,0,1,15,0,0,0,0,0,0,0.0,
Jaelan Phillips,56902,ED,MIA,17,1,3.1,85.7,17.0,7.8,6.7,0,0,1,7.1,17,58.1,87.7,70.6,89.8,75.1,30.0,0,18,32.0,8,1,3,95.2,12,98,578,18,16,14,0,96,70,1.0,8.0
Dayo Odeyingbo,56923,ED,IND,17,0,,,0.3,,,0,0,0,,14,65.0,62.6,41.0,59.7,65.5,62.2,0,,0.0,0,0,4,0.0,0,1,292,9,5,0,0,0,0,0.0,
Deangelo Malone,56941,ED,ATL,15,1,2.0,50.0,19.3,20.0,10.0,0,0,0,0.0,2,82.6,57.5,83.7,49.7,53.0,52.2,0,8,0.0,0,0,0,60.4,1,23,119,3,4,2,0,8,6,0.4,8.0
Troy Andersen,57317,LB,ATL,16,4,3.0,94.4,83.4,6.4,6.0,0,0,0,0.0,2,34.0,40.2,81.7,65.9,49.0,59.1,0,57,15.2,5,0,0,125.3,34,226,271,5,24,36,2,347,253,1.6,10.2
Jack Gibbens,57662,LB,TEN,5,2,3.8,80.0,90.1,9.3,7.4,0,0,0,0.0,31,51.7,60.0,79.0,45.5,73.7,57.2,1,21,8.3,1,0,0,68.6,12,118,131,3,9,15,0,107,83,1.0,8.9
Tony Fields II,57698,LB,CLV,10,1,0.4,81.8,85.0,9.3,7.6,0,0,0,0.0,8,54.7,50.0,39.0,63.7,50.1,75.8,1,14,8.3,1,0,2,50.8,9,91,107,3,10,11,0,58,50,0.7,6.4
K.J. Britt,57727,LB,TB,2,1,7.3,100.0,91.3,5.0,5.0,0,0,0,0.0,30,54.7,37.5,72.4,60.0,34.8,55.2,0,29,0.0,0,0,0,118.8,4,21,23,2,4,4,0,50,21,2.5,12.5
Jalen Pitre,57737,S,HST,17,4,12.3,74.2,98.6,23.7,17.5,0,4,4,12.9,13,65.8,54.7,49.6,70.6,38.5,32.0,5,54,11.1,7,4,3,111.1,23,567,575,4,52,31,4,351,153,0.6,15.3
Terrel Bernard,57739,LB,BUF,6,1,0.3,77.8,96.6,8.1,6.3,0,0,0,0.0,4,53.2,64.6,79.9,57.3,75.5,64.5,0,12,14.3,1,0,0,88.9,7,57,59,0,5,9,0,48,47,0.8,6.9
Isaiah McDuffie,57754,LB,GB,9,0,2.7,85.7,89.7,13.7,11.7,0,0,0,0.0,12,56.7,58.6,82.5,48.7,63.1,72.3,0,14,15.4,2,0,0,133.0,6,87,97,4,11,7,1,45,30,0.5,7.5
Baylon Spector,57782,LB,BUF,1,0,4.0,80.0,100.0,2.8,2.2,0,0,0,0.0,4,36.0,27.9,71.9,,60.0,38.2,0,11,20.0,1,0,0,88.3,4,11,11,1,4,5,0,26,9,2.4,6.5
Nate Landman,57788,LB,ATL,4,1,15.0,0.0,77.8,,13.0,0,0,0,0.0,2,54.9,58.6,75.5,65.8,60.0,71.4,0,,0.0,0,0,0,39.6,0,14,18,0,0,1,0,0,0,0.0,
James Houston IV,57810,ED,DET,7,0,-3.0,100.0,15.6,16.0,16.0,0,0,0,0.0,11,51.5,80.2,37.8,88.2,56.6,78.5,0,15,0.0,0,0,1,118.8,1,17,109,9,1,1,0,15,18,0.9,15.0
Mykal Walker,57834,LB,ATL,16,10,6.2,82.7,86.5,8.6,7.1,0,1,4,7.7,2,60.2,58.7,86.1,56.5,56.4,63.0,2,25,9.6,5,4,0,85.8,43,384,444,10,37,52,0,439,192,1.2,10.2
Monty Rice,57839,LB,TEN,10,6,4.0,86.2,92.2,6.9,6.0,0,0,1,3.4,31,53.6,63.3,34.8,64.1,73.8,79.2,0,21,11.5,3,1,1,98.0,25,188,204,4,17,29,0,218,130,1.3,8.7
Jamin Davis,57905,LB,WAS,16,8,3.1,76.4,86.6,9.4,7.2,0,0,0,0.0,32,56.4,62.9,82.5,66.2,66.1,75.7,0,45,4.8,2,0,0,100.7,42,421,486,19,32,55,1,382,275,1.0,9.1
Josh Paschal,57908,ED,DET,10,0,3.0,0.0,1.7,,2.0,0,0,0,0.0,11,61.4,55.1,87.4,56.0,52.1,54.7,0,,33.3,1,0,0,39.6,0,3,172,4,2,1,0,0,0,0.0,
Patrick Queen,57941,LB,BLT,17,9,3.8,79.0,83.7,8.3,6.6,0,2,3,3.7,3,68.2,70.0,69.6,75.5,62.8,56.9,2,59,15.2,10,3,3,92.2,64,556,664,30,47,81,1,616,416,1.2,9.6
Jacob Phillips,57942,LB,CLV,7,2,7.7,72.2,93.5,11.4,8.2,0,0,1,5.6,8,46.5,36.7,84.0,67.6,33.5,55.8,0,26,18.8,3,1,0,102.1,13,158,169,5,11,18,0,172,77,1.2,13.2
K'Lavon Chaisson,57945,ED,JAX,9,2,,,11.0,,,0,0,0,,15,77.2,59.8,80.9,51.7,60.9,55.7,0,,0.0,0,0,0,0.0,0,8,73,2,1,0,0,0,0,0.0,
JJ Russell,57958,LB,TB,2,0,10.0,100.0,91.3,6.7,6.7,0,0,0,0.0,30,30.0,29.0,74.1,60.0,40.1,26.4,0,17,100.0,1,0,0,118.8,3,21,23,0,0,3,0,39,9,2.0,13.0
Willie Gay Jr.,57987,LB,KC,13,6,2.8,91.8,83.7,6.4,5.9,2,1,3,6.1,16,73.2,69.6,82.7,75.0,56.2,58.5,1,26,14.6,7,3,2,94.3,45,308,368,22,35,49,1,345,235,1.2,7.7
Jeremiah Owusu-Koramoah,58089,LB,CLV,11,3,4.2,73.5,89.7,10.0,7.4,0,0,5,14.7,8,73.4,65.5,54.3,48.5,58.8,42.9,0,53,25.0,7,2,1,122.1,25,269,300,6,18,34,3,239,183,1.0,9.6
Pete Werner,58093,LB,NO,12,4,3.3,76.7,86.5,8.1,6.2,0,1,3,7.0,20,69.5,64.7,56.5,56.5,59.8,54.2,0,22,10.0,4,3,1,104.9,33,283,327,14,32,43,2,241,185,0.9,7.3
Baron Browning,58095,ED,DEN,14,0,6.6,77.8,21.5,10.3,8.0,1,0,0,0.0,10,50.6,55.3,5.1,64.9,59.8,65.7,1,25,20.0,1,0,7,65.0,7,78,362,7,4,9,0,82,50,1.1,11.7
Kenneth Murray,58099,LB,LAC,17,5,4.4,78.7,87.9,9.5,7.5,1,1,4,8.5,27,74.2,47.8,34.5,62.9,27.8,61.8,1,34,16.7,6,4,2,94.5,37,371,422,13,25,47,1,334,221,0.9,9.0
Derrick Barnes,58120,LB,DET,13,1,1.5,80.0,85.0,12.3,9.9,0,0,0,0.0,11,46.8,62.3,82.7,60.2,76.8,56.0,0,19,9.1,1,0,1,94.2,12,164,193,4,9,15,0,99,82,0.7,8.3
Devin Lloyd,58238,LB,JAX,17,13,5.2,82.6,88.7,6.8,5.6,0,0,5,5.8,15,35.2,48.3,64.6,62.6,66.8,39.6,3,31,14.7,10,5,2,102.6,71,509,574,16,45,86,4,722,475,1.5,10.2
Joe Tryon-Shoyinka,58272,ED,TB,17,1,2.4,44.4,20.0,26.0,11.6,0,0,3,33.3,30,71.4,67.1,73.5,63.5,61.7,37.7,0,9,25.0,3,2,3,51.6,4,107,536,9,8,9,0,13,18,0.1,3.3
Michael Carter II,60644,CB,NYJ,17,2,3.6,70.9,96.6,8.3,5.9,0,1,9,11.4,22,72.2,74.3,85.3,56.2,78.4,64.9,2,56,10.2,5,6,3,83.5,56,490,507,18,42,79,1,544,413,1.2,9.7
James Pierre,60649,CB,PIT,11,3,12.5,44.4,100.0,14.7,6.5,0,1,3,11.1,25,67.7,69.9,83.2,,75.7,78.8,1,40,6.3,1,2,1,59.2,12,187,187,1,12,27,1,150,39,0.9,12.5
Grant Delpit,60685,S,CLV,17,4,11.0,62.9,97.9,25.1,15.8,0,0,5,14.3,8,62.5,63.6,47.6,39.4,69.3,68.5,4,50,16.7,6,5,3,75.5,22,595,608,4,26,35,2,349,163,0.6,15.9
Joshuah Bledsoe,60691,S,NE,2,0,20.4,40.0,85.7,9.0,3.6,0,0,0,0.0,19,33.9,33.9,72.9,52.8,60.0,,0,9,,0,0,0,89.2,2,18,21,0,0,5,2,17,0,0.9,8.5
Malcolm Rodriguez,60731,LB,DET,16,2,4.6,82.9,83.2,7.6,6.3,0,1,2,4.9,11,55.1,62.8,85.0,66.0,66.4,65.0,0,20,10.3,3,2,0,109.3,34,277,333,11,24,41,1,340,201,1.3,10.0
Darren Hall,60742,CB,ATL,16,1,11.5,73.0,100.0,11.9,8.7,0,1,3,8.1,2,60.1,65.5,86.0,,79.0,71.7,0,41,14.8,4,3,0,139.7,27,336,336,4,22,37,4,362,115,1.1,13.4
Garret Wallow,60761,LB,HST,6,2,12.7,0.0,92.7,,12.3,0,0,1,33.3,13,64.1,43.9,77.3,56.4,32.7,53.1,0,,0.0,0,1,0,39.6,0,38,41,0,2,3,0,0,0,0.0,
Isaiah Pola-Mao,60781,S,LV,8,2,2.1,55.6,85.1,10.8,6.0,0,0,0,0.0,23,65.5,61.7,78.6,64.9,39.9,59.5,0,11,0.0,0,0,0,61.8,5,57,67,5,7,9,0,29,40,0.5,5.8
Noah Igbinoghene,61155,CB,MIA,7,1,16.3,47.8,99.4,14.4,6.9,0,0,3,13.0,17,47.4,51.8,83.7,76.4,72.5,64.2,1,30,11.1,1,1,3,77.1,11,172,173,0,7,23,2,134,35,0.8,12.2
Dominique Robinson,61436,ED,CHI,17,0,9.0,100.0,4.7,14.0,14.0,1,0,0,0.0,6,62.6,45.9,68.5,54.9,39.5,47.6,0,19,50.0,2,0,2,118.8,1,14,298,3,2,1,0,19,10,1.4,19.0
Tariq Woolen,61790,CB,SEA,17,4,14.2,55.9,100.0,16.1,9.0,2,0,12,17.6,29,77.8,71.6,55.2,,47.8,36.5,6,54,7.3,3,9,8,70.0,38,644,644,6,34,68,5,549,207,0.9,14.4
Caleb Farley,61803,CB,TEN,5,0,16.7,69.2,100.0,7.3,5.1,0,0,0,0.0,31,34.7,42.5,83.6,,84.7,37.5,0,75,27.3,3,0,0,151.4,9,70,70,3,8,13,2,204,45,3.1,22.7
Christian Elliss,61853,LB,PHI,3,1,5.5,50.0,100.0,15.0,7.5,0,0,0,0.0,24,70.1,68.3,98.4,,56.9,53.9,0,10,0.0,0,0,0,64.6,1,16,16,1,3,2,0,10,3,0.7,10.0
Theo Jackson,62919,S,MIN,2,1,,,100.0,,,0,0,0,,18,79.3,85.0,73.3,,60.0,77.2,0,,0.0,0,0,0,0.0,0,12,12,0,0,0,0,0,0,0.0,
Matthew Butler,62931,DI,LV,6,0,,,4.3,,,0,0,0,,23,60.0,51.6,78.1,56.9,51.4,71.6,0,,,0,0,0,0.0,0,1,23,0,0,0,0,0,0,0.0,
Tariq Carpenter,62987,S,GB,2,0,,,100.0,,,0,0,0,,12,62.2,63.4,74.4,,60.2,,0,,,0,0,0,0.0,0,10,10,0,0,0,0,0,0,0.0,
Akayleb Evans,65033,CB,MIN,6,0,13.8,68.2,100.0,6.5,4.4,0,1,3,13.6,18,40.5,47.2,83.5,,76.0,62.7,0,60,7.7,1,2,0,119.9,15,100,100,2,12,22,1,242,69,2.5,16.1
Samuel Womack,65771,CB,SF,9,0,8.3,68.4,96.7,6.6,4.5,0,1,1,5.3,28,72.9,72.2,79.7,54.8,65.2,84.1,1,51,0.0,0,1,0,83.4,13,88,91,3,11,19,1,131,38,1.5,10.1
Zyon McCollum,66769,CB,TB,9,1,10.4,81.0,99.3,8.2,6.6,0,0,1,4.8,30,51.4,46.3,23.8,59.1,37.3,27.4,0,40,37.5,6,1,1,127.8,17,147,148,1,9,21,1,228,78,1.6,13.4
Justin Watson,66915,WR,KC,1,0,,,100.0,,,0,0,0,,16,60.7,70.2,60.0,,,,0,,,0,0,1,0.0,0,1,1,0,0,0,0,0,0,0.0,
Zach Sieler,66917,DI,MIA,17,3,-7.0,100.0,1.9,9.0,9.0,0,0,1,100.0,17,66.9,74.7,79.2,57.7,79.9,44.8,0,5,25.0,3,1,1,87.5,1,10,539,7,6,1,0,5,12,0.6,5.0
Dennis Gardeck,66928,ED,ARZ,14,0,6.3,100.0,39.1,5.8,5.8,0,0,0,0.0,1,63.6,62.2,83.5,55.7,63.4,28.6,1,18,33.3,5,0,0,68.3,9,52,133,6,10,9,0,89,32,1.7,9.9
Jonathan Owens,66930,S,HST,17,11,11.0,63.9,98.3,21.7,13.9,0,0,4,11.1,13,49.0,48.3,87.4,61.4,45.9,80.9,0,50,2.0,1,3,0,124.8,23,522,531,4,37,36,3,360,174,0.7,15.7
Tavierre Thomas,66931,CB,HST,10,4,6.2,51.9,92.1,15.2,7.9,1,0,2,7.4,13,75.0,70.0,40.8,43.5,62.2,75.6,0,14,8.7,2,1,2,59.0,14,221,240,6,17,27,0,89,51,0.4,6.4
Drake Jackson,70839,ED,SF,15,3,,,0.4,,,0,0,0,,28,71.0,64.1,88.7,55.5,62.8,50.6,1,,0.0,0,0,0,0.0,0,1,229,3,0,0,0,0,0,0.0,
Trent McDuffie,72191,CB,KC,11,4,11.7,57.8,96.4,15.3,8.8,0,1,7,15.6,16,76.0,73.6,86.5,71.1,51.2,51.9,0,34,10.0,3,4,2,94.9,26,425,441,5,23,45,3,242,94,0.6,9.3
Chad Muma,75818,LB,JAX,13,3,6.0,78.9,93.9,9.6,7.6,0,0,1,5.3,15,40.3,54.9,82.1,76.7,69.4,68.5,0,27,14.3,2,1,0,120.4,15,153,163,3,9,19,1,165,108,1.1,11.0
Asante Samuel Jr.,76625,CB,LAC,17,5,11.9,59.6,100.0,10.4,6.2,0,3,11,12.4,27,65.4,63.6,66.7,,52.1,60.8,2,52,8.3,4,9,4,97.6,53,584,584,13,39,89,6,700,218,1.3,13.2
Andre Cisco,76641,S,JAX,15,8,8.3,70.0,97.4,39.5,27.7,0,3,4,20.0,15,68.0,67.1,88.2,61.5,60.7,67.7,3,38,6.8,3,4,1,87.7,14,588,604,5,33,20,2,161,77,0.3,11.5
Chris Claybrooks,76692,CB,JAX,4,0,7.3,100.0,100.0,10.0,10.0,0,0,0,0.0,15,51.0,51.1,77.2,,54.5,76.6,0,13,0.0,0,0,1,113.9,3,32,32,0,2,3,0,34,12,1.1,11.3
Caden Sterns,76725,S,DEN,5,3,12.9,36.4,99.4,40.8,14.8,0,0,2,18.2,10,81.3,76.7,79.0,58.8,48.4,52.7,2,23,0.0,0,2,0,15.2,4,174,175,0,5,11,0,59,24,0.4,14.8
Myjai Sanders,76816,ED,ARZ,13,3,0.7,100.0,11.1,6.7,6.7,0,0,1,33.3,1,46.8,53.5,60.1,62.9,46.9,56.5,0,26,25.0,2,0,1,158.3,3,21,189,6,3,3,1,46,44,2.3,15.3
Gregory Rousseau,76889,ED,BUF,13,0,5.0,100.0,4.2,13.0,13.0,0,1,0,0.0,4,59.2,83.6,74.7,82.7,67.9,52.1,0,9,42.9,3,0,1,104.2,1,13,313,9,4,1,0,9,4,0.7,9.0
Logan Hall,76919,DI,TB,17,0,,,0.7,,,0,0,0,,30,58.9,35.3,51.7,51.1,29.5,76.1,0,,0.0,0,0,2,0.0,0,2,297,2,1,0,0,0,0,0.0,
Alim McNeill,76996,DI,DET,17,0,,,0.5,,,0,0,0,,11,66.6,69.8,88.5,70.7,59.8,41.9,0,,0.0,0,0,0,0.0,0,2,422,2,2,0,0,0,0,0.0,
Zaven Collins,77190,LB,ARZ,16,9,3.3,80.4,80.0,11.8,9.5,1,0,4,7.8,1,70.1,59.8,54.8,65.5,45.2,47.1,1,51,11.1,7,3,3,99.5,41,509,636,17,47,51,1,422,336,0.9,10.3
Brian Asamoah,77195,LB,MIN,9,1,7.7,100.0,87.5,20.0,20.0,0,0,0,0.0,18,78.1,78.8,78.8,47.8,74.2,58.8,0,21,40.0,2,0,0,118.8,3,63,72,0,2,3,0,45,22,0.8,15.0
Nik Bonitto,77196,ED,DEN,14,1,7.5,50.0,19.3,21.0,10.5,0,0,0,0.0,10,41.9,52.4,65.5,65.1,46.3,57.2,0,8,20.0,1,0,1,60.4,2,45,233,2,3,4,0,16,15,0.4,8.0
Joseph Ossai,77205,ED,CIN,16,0,8.0,50.0,4.7,11.0,5.5,0,0,0,0.0,7,53.9,55.3,66.5,62.6,46.7,69.5,0,13,0.0,0,0,1,70.8,1,11,235,3,1,2,0,13,2,1.2,13.0
JT Woods,77837,S,LAC,3,0,,,100.0,,,0,0,0,,27,56.1,53.6,76.9,,55.4,26.5,0,,100.0,1,0,0,0.0,0,19,19,0,0,0,0,0,0,0.0,
Trevon Moehrig,77847,S,LV,15,6,10.0,72.5,98.8,18.2,13.2,0,1,8,20.0,23,49.0,54.1,87.2,59.6,64.6,69.6,0,39,11.4,4,5,5,132.7,29,556,563,3,25,40,4,354,173,0.7,12.2
Ar'Darius Washington,77848,CB,BLT,3,0,25.5,50.0,88.9,13.0,6.5,0,0,0,0.0,3,43.9,47.4,73.8,55.9,65.5,74.8,0,11,0.0,0,0,0,66.7,1,16,18,0,1,2,0,11,0,0.8,11.0
Derion Kendrick,78022,CB,LA,12,1,11.1,69.6,100.0,7.7,5.3,0,1,5,8.9,26,44.8,43.7,85.0,,38.0,66.1,0,57,10.3,4,4,3,114.5,39,308,308,8,34,56,2,571,228,1.9,14.6
Cobie Durant,79126,CB,LA,7,0,5.3,68.0,97.3,10.1,6.8,0,0,2,8.0,26,74.3,73.3,81.0,73.2,58.3,43.4,3,28,13.3,2,2,1,76.3,17,179,184,2,13,25,2,183,127,1.1,10.8
Christian Benford,79181,CB,BUF,9,5,12.2,61.8,99.6,10.3,6.4,2,0,5,14.7,4,58.8,55.7,0.0,60.0,53.1,37.3,1,46,19.0,4,3,5,89.1,21,234,235,6,12,34,1,310,137,1.4,14.8
Darien Butler,81174,LB,LV,3,1,9.0,100.0,100.0,9.0,9.0,0,0,0,0.0,23,52.7,43.7,70.4,,48.2,28.0,0,17,0.0,0,0,0,118.8,1,9,9,0,0,1,0,17,8,1.9,17.0
Micah McFadden,81246,LB,NYG,15,2,4.9,81.5,79.3,7.5,6.1,0,1,0,0.0,21,30.0,38.7,48.2,66.3,51.4,68.3,0,46,5.9,1,0,2,120.5,22,172,217,5,14,27,1,269,195,1.6,12.2
Damone Clark,81282,LB,DAL,10,1,2.3,94.4,92.7,10.6,10.1,0,0,0,0.0,9,64.8,65.5,82.1,52.8,64.3,80.9,0,20,7.1,1,0,0,124.3,17,191,206,4,12,18,1,169,126,0.9,9.9
Nick Bolton,81322,LB,KC,17,18,3.6,95.8,90.8,9.1,8.8,0,0,1,1.4,16,73.8,75.7,28.3,62.0,77.6,89.9,2,66,6.3,6,0,3,96.8,69,670,738,25,71,72,1,641,419,1.0,9.3
Micah Parsons,81360,ED,DAL,17,2,4.5,50.0,11.6,29.0,14.5,0,0,1,25.0,9,82.0,91.6,39.0,92.1,73.2,63.1,0,21,31.3,5,1,5,77.1,2,64,552,18,9,4,0,32,28,0.6,16.0
Jesse Luketa,81361,ED,ARZ,7,0,,,14.3,,,0,0,0,,1,62.7,60.8,0.0,70.1,59.7,44.1,0,,,0,0,1,0.0,0,3,21,0,0,0,0,0,0,0.0,
Ernest Jones,81399,LB,LA,17,5,4.2,85.0,93.6,7.2,6.1,1,1,1,1.7,26,51.2,63.6,31.8,62.4,78.8,84.3,1,32,8.2,4,1,4,96.0,51,380,406,11,40,60,1,443,243,1.2,8.7
Azeez Ojulari,81959,ED,NYG,7,1,4.5,100.0,10.3,8.0,8.0,0,0,0,0.0,21,43.2,62.4,84.3,64.0,61.3,57.3,0,29,66.7,2,0,0,118.8,2,16,156,5,0,2,0,34,25,2.1,17.0
Odafe Oweh,82161,ED,BLT,17,0,3.4,71.4,13.1,10.8,7.7,1,0,1,14.3,3,39.9,56.8,66.3,64.3,53.6,42.9,0,16,26.7,4,0,2,90.8,5,59,452,7,11,7,0,49,29,0.9,9.8
Thomas Booker,82168,DI,HST,10,1,,,1.2,,,0,0,0,,13,61.1,35.3,52.7,52.0,35.0,25.5,0,,33.3,1,0,1,0.0,0,1,84,2,1,0,0,0,0,0.0,
Christian Barmore,82198,DI,NE,10,0,,,0.9,,,0,0,0,,19,53.2,68.6,85.3,80.4,46.9,77.4,0,,,0,0,0,0.0,0,2,231,2,0,0,0,0,0,0.0,
Teair Tart,82261,DI,TEN,16,0,4.0,0.0,1.3,,4.0,0,0,1,100.0,31,67.0,73.1,33.0,75.9,67.0,32.0,1,,40.0,2,1,4,0.0,0,4,309,4,3,1,0,0,0,0.0,
Aidan Hutchinson,82330,ED,DET,17,1,5.7,33.3,4.6,24.0,8.0,0,0,0,0.0,11,84.7,80.7,85.2,70.2,68.4,55.5,3,5,25.0,2,0,1,2.8,1,27,593,14,5,3,0,5,2,0.2,5.0
Cameron Thomas,82387,ED,ARZ,16,0,,,4.3,,,0,0,0,,1,39.3,69.9,83.2,70.5,63.8,80.1,0,,,0,0,1,0.0,0,7,162,3,0,0,0,0,0,0.0,
Kingsley Enagbare,82409,ED,GB,16,0,1.0,100.0,4.9,6.0,6.0,0,0,1,50.0,12,88.5,61.4,56.6,61.3,54.3,50.7,0,5,16.7,1,1,2,85.4,2,13,268,6,5,2,0,9,7,0.8,4.5
Tommy Togiai,82501,DI,CLV,11,0,,,1.1,,,0,0,0,,8,62.5,37.3,29.0,53.7,37.8,48.1,0,,,0,0,2,0.0,0,1,91,1,0,0,0,0,0,0.0,
Quay Walker,82547,LB,GB,17,6,3.8,67.4,86.0,12.5,8.4,0,0,7,15.2,12,70.8,51.9,14.8,70.3,34.9,63.5,0,41,11.1,5,5,3,93.0,31,405,471,17,34,46,1,304,232,0.8,9.8
Channing Tindall,82548,LB,MIA,3,2,,,100.0,,,0,0,0,,17,52.8,43.0,70.8,44.3,60.0,27.4,0,,50.0,2,0,0,0.0,0,8,8,0,0,0,0,0,0,0.0,
Jack Sanborn,82566,LB,CHI,7,4,4.8,81.8,88.9,7.8,6.4,0,0,1,4.5,6,67.8,64.5,82.5,76.6,53.6,71.1,0,21,0.0,0,0,0,102.5,18,152,171,8,19,22,0,189,121,1.3,10.5
Jerry Jacobs,83025,CB,DET,11,1,12.8,55.0,99.7,9.7,5.3,1,1,7,11.7,11,54.5,55.8,86.2,78.7,54.8,57.0,1,39,12.1,4,5,7,74.9,33,338,339,11,28,60,1,408,135,1.3,12.4
Kelvin Joseph,83051,CB,DAL,11,2,15.2,66.7,100.0,8.0,5.3,0,0,3,16.7,9,44.1,49.2,0.3,,82.7,68.1,0,59,9.1,1,2,2,149.3,12,104,104,1,8,18,4,228,30,2.4,19.0
Verone McKinley III,83068,S,MIA,10,1,5.7,33.3,95.6,181.0,60.3,0,0,0,0.0,17,72.7,69.0,81.5,67.3,33.9,50.5,1,7,0.0,0,0,0,2.8,1,197,206,0,8,3,0,7,2,0.0,7.0
Rachad Wildgoose,83111,CB,WAS,6,2,4.7,55.0,98.5,11.1,6.1,0,0,3,15.0,32,53.9,50.7,81.5,54.5,40.5,40.9,0,21,27.3,3,2,4,68.1,11,133,135,1,6,20,0,97,80,0.8,8.8
Patrick Surtain II,83119,CB,DEN,17,5,12.3,59.4,99.1,15.5,9.2,0,0,8,11.6,10,86.7,86.8,88.6,59.1,76.9,73.6,2,52,7.8,4,7,3,84.0,41,676,682,11,42,69,4,417,95,0.7,10.2
Jalyn Armour-Davis,83120,CB,BLT,3,2,12.8,88.9,97.0,3.8,3.3,0,0,1,11.1,3,27.8,28.2,77.5,60.0,64.1,28.0,0,40,33.3,3,1,0,155.8,8,32,33,1,4,9,1,152,57,5.1,19.0
Josh Jobe,83122,CB,PHI,2,0,3.0,100.0,100.0,11.0,11.0,0,0,0,0.0,24,54.9,57.0,98.9,,60.0,23.2,0,12,100.0,1,0,0,116.7,1,12,12,0,0,1,0,12,9,1.1,12.0
Jamien Sherwood,83175,LB,NYJ,3,0,0.0,100.0,100.0,11.0,11.0,0,0,0,0.0,22,55.6,79.1,73.7,74.1,80.4,81.9,0,5,0.0,0,0,0,87.5,1,11,11,1,2,1,0,5,5,0.5,5.0
Roger McCreary,83176,CB,TEN,17,9,10.2,69.2,97.8,11.4,7.9,5,1,8,8.8,31,60.4,62.6,51.5,66.8,73.2,65.3,1,37,11.1,8,6,10,113.8,63,771,788,12,55,91,7,719,196,1.0,11.4
Tyson Campbell,83217,CB,JAX,17,3,12.4,58.5,99.7,13.7,8.0,1,2,10,12.2,15,81.2,82.1,90.0,56.3,76.4,61.0,3,25,12.0,6,9,2,80.0,48,700,702,12,41,82,5,473,162,0.7,9.9
Kerby Joseph,83239,S,DET,14,4,16.2,60.6,98.6,23.9,14.5,0,1,4,12.1,11,65.0,64.0,89.4,53.3,58.0,69.7,4,50,11.1,6,4,3,89.2,20,506,513,5,44,33,5,290,81,0.6,14.5
Percy Butler,83271,S,WAS,10,2,6.0,75.0,97.9,30.7,23.0,0,0,0,0.0,32,48.3,48.7,82.6,54.6,64.9,82.5,0,13,0.0,0,0,0,124.0,3,94,96,1,2,4,1,19,8,0.2,6.3
